Date,Inflation,Exchange Rate,Interest,Liquidity,GDP_Seasonally_Adjusted,Log_GDP_SA,GDP_Growth,Log_Exchange_Rate,Exchange_Rate_Change,Log_Liquidity,Liquidity_Growth
2003-09-30,0.558598319929901,100.492827194663,2.75,18669.57190545,78.3473506201243,4.361152153554159,0.27792038123770624,4.610086353754702,,9.834650306730836,
2003-10-31,0.0490321174092103,101.854398515637,2.75,18795.62399559,78.9081423431176,4.368284420792369,0.71322672382097,4.623544327951775,1.3457974197073064,9.841379355531764,0.6729048800927728
2003-11-30,0.167684500456277,102.1251589431,2.5,19113.29552166,75.2093042489586,4.320274950017151,-4.800947077521833,4.62619910953734,0.26547815855648693,9.858139472479538,1.6760116947773795
2003-12-31,0.563950788732549,102.39566072733,2.5,19812.13339638,75.7521334867385,4.327466608834289,0.7191658817138347,4.628844335997863,0.2645226460523453,9.894049826795698,3.5910354316159854
2004-01-31,0.53744744109991,103.20214842746,2.5,20326.72739638,78.0919804714245,4.357887368749128,3.0420759914838946,4.6366896709263115,0.7845334928448189,9.919691919556456,2.5642092760758572
2004-02-29,1.08608494836444,102.564793736592,2.5,20198.06335187,78.9393238783818,4.368679505191457,1.0792136442328903,4.630494732881447,-0.6194938044864706,9.91334200512332,-0.6349914433135595
2004-03-31,0.460448535433247,101.534891796902,2.5,20503.22293721,79.8571770952032,4.3802397528410575,1.156024764960062,4.620402500955212,-1.0092231926234874,9.928337369218557,1.4995364095236496
2004-04-30,-0.0227700751417853,101.951777372552,2.5,20381.11495997,80.3320593433007,4.386168785899707,0.5929033058649225,4.62449993063556,0.4097429680347986,9.92236401381657,-0.5973355401987845
2004-05-31,0.353844717142609,101.333848462725,2.5,20492.99588117,80.2772246303401,4.38548595220872,-0.06828336909867616,4.618420496238924,-0.6079434396635719,9.927838442412773,0.5474428596203396
2004-06-30,0.563807028141432,100.673030115218,2.5,20461.95423108,80.1429365509057,4.383811747298157,-0.16742049105626933,4.6118779397739775,-0.6542556464946614,9.92632254965992,-0.15158927528524657
2004-07-31,0.19310861236674,99.7803215188691,2.5,21009.2112152,80.5521198262066,4.3889044261756025,0.5092678877445245,4.602970984705402,-0.8906955068575861,9.95271624983109,2.63937001711696
2004-08-31,-0.0095406379315006,98.8490021715802,2.75,21278.09470586,81.0672958196555,4.3952796223270365,0.6375196151434004,4.593593455196231,-0.9377529509170479,9.965433404948069,1.2717155116979129
2004-09-30,0.016689712460702,98.7203378292074,2.75,21887.02961052,81.9775661948105,4.406445626843484,1.1166004516447892,4.59229098224611,-0.13024729501207588,9.99364948512479,2.8216080176720837
2004-10-31,-0.0237470889112576,98.5058870039289,3.0,23368.53216582,81.847518289263,4.404857983128558,-0.15876437149264788,4.590116312929444,-0.21746693166662112,10.059145617080265,6.549613195547543
2004-11-30,0.287008149265566,99.0894439423534,3.0,24054.56138416,81.5271694080385,4.400936331662193,-0.3921651466365361,4.59602291641265,0.5906603483206041,10.088079920093277,2.8934303013011586
2004-12-31,-0.0093554202060037,99.1036785181531,3.0,25436.83802038,82.7227971483994,4.415495224845082,1.4558893182889499,4.596166559901865,0.014364348921436232,10.143953718077482,5.5873797984205
2005-01-31,0.100149504761279,98.7924643530764,3.0,25516.48839377,83.076185978987,4.419758090142212,0.42628652971297143,4.59302133011499,-0.31452297868748147,10.147080125865685,0.3126407788203167
2005-02-28,-0.2346203515206,99.6960943930773,3.0,26487.42143132,84.7443785929493,4.439639414773941,1.9881324631729314,4.60212650261049,0.9105172495500469,10.184425236317129,3.734511045144373
2005-03-31,0.650196153407443,99.1025585497878,3.0,27469.93771952,82.4383166663078,4.412050336918931,-2.75890778550103,4.596155258861272,-0.5971243749217869,10.220847511868694,3.642227555156552
2005-04-30,0.118823702025535,98.9641448328076,3.0,27149.34451742,84.5379693056899,4.437200774335478,2.5150437416547433,4.594757611127979,-0.1397647733293539,10.209108182065846,-1.173932980284853
2005-05-31,0.12633045900575,98.6642135940511,3.0,27166.67716159,85.4047286850945,4.447401470281448,1.0200695945969507,4.591722303124426,-0.30353080035530056,10.209746396876966,0.06382148111203634
2005-06-30,0.263742227071237,97.5778516248435,3.0,27777.76979708,85.2863565757417,4.446014495347778,-0.13869749336699044,4.580650537593197,-1.1071765531228905,10.231991332203004,2.2244935326037663
2005-07-31,0.104611293091209,97.7523663525805,3.0,28735.19468079,85.9444109656823,4.453700703137253,0.7686207789475041,4.582437406783003,0.1786869189806417,10.265877945959435,3.3886613756431316
2005-08-31,-0.179605723612108,99.5794345378803,3.0,28212.8508,85.6791195518041,4.450609150080673,-0.3091553056579599,4.60095566272714,1.8518255944136364,10.247532855253183,-1.8345090706251455
2005-09-30,-0.0942785605012846,102.127938661147,3.0,28050.92931778,86.5245707615074,4.460428428648165,0.9819278567491985,4.626226327905921,2.5270665178781293,10.241777041160676,-0.5755814092507805
2005-10-31,0.144780473631634,104.104651132767,3.0,28372.68321392,87.1234289716052,4.4673258370283575,0.689740838019226,4.645396654092249,1.9170326186327635,10.25318210260162,1.1405061440944664
2005-11-30,0.0680447024625712,103.363399927543,3.0,28885.59309108,89.0875532678117,4.489619630754699,2.229379372634188,4.638250933529121,-0.7145720563127789,10.271098240844452,1.7916138242831892
2005-12-31,0.41922503429934,104.73807154872,3.25,30434.42393544,87.9121131862351,4.476337601638506,-1.328202911619325,4.651462676888068,1.3211743358946926,10.323329613048548,5.2231372204095905
2006-01-31,0.499608846028134,104.702389715173,3.5,29013.34621268,89.6057266309361,4.495419231230215,1.9081629591708449,4.651121942020727,-0.0340734867340764,10.275511217332866,-4.781839571568192
2006-02-28,0.548277704216064,101.372324118491,3.75,29283.95875871,89.9481239292913,4.499233103361818,0.38138721316034463,4.618800116215348,-3.2321825805379234,10.284795162443933,0.9283945111066672
2006-03-31,0.457162631141614,102.379428922388,4.0,29803.02800766,91.6266066789985,4.517721695430955,1.8488592069137333,4.628685802994618,0.9885686779270486,10.30236527832675,1.7570115882817205
2006-04-30,0.510007190746034,102.448932569511,4.25,28368.80450931,90.8316629786575,4.509007936040316,-0.8713759390639453,4.6293644555921825,0.06786525975641666,10.25304538765911,-4.931989066763975
2006-05-31,-0.527951846100242,102.209083735074,4.5,27892.99912257,90.9746543165763,4.510580943728172,0.1573007687856176,4.627020555767724,-0.2343899824458262,10.23613100881543,-1.6914378843679856
2006-06-30,-0.132537237586119,101.062276457519,4.5,28333.12739281,91.8803909655891,4.520487632988043,0.9906689259870483,4.615736925411753,-1.1283630355971574,10.25178697828887,1.5655969473439058
2006-07-31,-0.17044035636352,100.755750195478,4.5,29317.89635836,91.5394183789024,4.5167696814681735,-0.37179515198690893,4.612699273098666,-0.3037652313087058,10.285953405758114,3.416642746924481
2006-08-31,0.13934667530607,101.056780318966,4.5,29890.27796034,93.2506012930156,4.535290506685609,1.8520825217435366,4.615682540252411,0.298326715374575,10.305288554677366,1.933514891925192
2006-09-30,0.0273681222498222,101.729978234526,4.5,30099.35601295,92.6041150857929,4.528333580036148,-0.6956926649460904,4.6223220308522865,0.6639490599875231,10.312259055589488,0.697050091212148
2006-10-31,0.0437894195875647,101.56605221539,4.5,30282.0767277,93.6013059043123,4.539044335355367,1.0710755319219167,4.620709347571647,-0.16126832806397928,10.318311289337645,0.6052233748157221
2006-11-30,-0.282155165945056,102.181128806111,4.5,31878.83562083,93.6957748663498,4.540053096086284,0.10087607309170465,4.626747011073096,0.6037663501449408,10.369697608423778,5.138631908613256
2006-12-31,0.0258117661108955,102.914674037652,4.5,35918.30419924,94.6343467920095,4.550020484073755,0.9967387987471099,4.633900237509169,0.715322643607319,10.489002310812822,11.930470238904434
2007-01-31,0.0094278706569336,102.584377843212,4.5,36894.31061612,96.1704480882607,4.566122118048678,1.6101633974923146,4.630685658406796,-0.3214579102372994,10.515812634296081,2.681032348325907
2007-02-28,0.25946729961008,103.308277869658,4.5,37828.26342434,96.2881263161898,4.567345012304844,0.12228942561653966,4.637717507180822,0.703184877402574,10.540811811850714,2.4999177554633434
2007-03-31,0.348835470333003,103.36432357934,4.5,38771.84116907,97.8314819751364,4.5832464268278335,1.5901414522989654,4.6382598694549015,0.054236227407944426,10.565449519067174,2.463770721645986
2007-04-30,0.178206800195308,104.21671326029,4.5,38240.33187318,97.4418401983132,4.5792556892339285,-0.39907375939050027,4.646472512429281,0.8212642974379847,10.551646045819624,-1.3803473247550713
2007-05-31,0.491871629879991,104.677587947249,4.5,38799.16803109,100.527037479075,4.6104267209596825,3.1171031725754084,4.650885035241799,0.4412522812518027,10.566154082883791,1.4508037064167922
2007-06-30,0.469692062317829,104.966090303575,4.5,41229.9740832,99.5749215128561,4.600910340846017,-0.9516380113665512,4.653637348508345,0.27523132665452366,10.626920797109916,6.076671422612456
2007-07-31,0.475545229813074,105.576638167275,4.75,41755.44513763,100.210927651919,4.607277241106714,0.6366900260696973,4.659437117320748,0.5799768812403627,10.639585144232935,1.2664347123019226
2007-08-31,0.136907638047225,105.51281006131,4.75,41825.18710199,100.651163150322,4.611660708405733,0.43834672990188395,4.658832367927106,-0.060474939364230096,10.641253999293674,0.1668855060739105
2007-09-30,0.612500624383494,105.367156871715,5.0,41743.04486308,100.978217436819,4.614904824638982,0.32441162332492723,4.6574509829157655,-0.13813850113404413,10.63928812629546,-0.19658729982143797
2007-10-31,0.314014669403244,102.744331938057,5.0,43836.80875237,102.132121038679,4.626267279402153,1.1362454763171215,4.632243688234892,-2.520729468087346,10.6882291259151,4.894099961964038
2007-11-30,0.111007166747877,103.565853527838,5.0,46296.90277704,103.674025022899,4.641251601920383,1.4984322518230009,4.6402076763435005,0.7963988108608433,10.742830343172415,5.460121725731426
2007-12-31,0.453104937624353,102.913145893424,5.0,48644.46614427,104.519690129532,4.649375475947787,0.8123874027403666,4.633885388746465,-0.6322287597035903,10.792293332825102,4.946298965268703
2008-01-31,0.222046237637442,103.382222915258,5.25,51562.28814183,105.308133148231,4.656890654032177,0.7515178084389618,4.638433021909114,0.4547633162649056,10.850545834304087,5.825250147898586
