Date,Log_GDP_SA,Log_Exchange_Rate,Log_Liquidity
2003-09-30,4.361152153554159,4.610086353754702,9.834650306730836
2003-10-31,4.368284420792369,4.623544327951775,9.841379355531764
2003-11-30,4.320274950017151,4.62619910953734,9.858139472479538
2003-12-31,4.327466608834289,4.628844335997863,9.894049826795698
2004-01-31,4.357887368749128,4.6366896709263115,9.919691919556456
2004-02-29,4.368679505191457,4.630494732881447,9.91334200512332
2004-03-31,4.3802397528410575,4.620402500955212,9.928337369218557
2004-04-30,4.386168785899707,4.62449993063556,9.92236401381657
2004-05-31,4.38548595220872,4.618420496238924,9.927838442412773
2004-06-30,4.383811747298157,4.6118779397739775,9.92632254965992
2004-07-31,4.3889044261756025,4.602970984705402,9.95271624983109
2004-08-31,4.3952796223270365,4.593593455196231,9.965433404948069
2004-09-30,4.406445626843484,4.59229098224611,9.99364948512479
2004-10-31,4.404857983128558,4.590116312929444,10.059145617080265
2004-11-30,4.400936331662193,4.59602291641265,10.088079920093277
2004-12-31,4.415495224845082,4.596166559901865,10.143953718077482
2005-01-31,4.419758090142212,4.59302133011499,10.147080125865685
2005-02-28,4.439639414773941,4.60212650261049,10.184425236317129
2005-03-31,4.412050336918931,4.596155258861272,10.220847511868694
2005-04-30,4.437200774335478,4.594757611127979,10.209108182065846
2005-05-31,4.447401470281448,4.591722303124426,10.209746396876966
2005-06-30,4.446014495347778,4.580650537593197,10.231991332203004
2005-07-31,4.453700703137253,4.582437406783003,10.265877945959435
2005-08-31,4.450609150080673,4.60095566272714,10.247532855253183
2005-09-30,4.460428428648165,4.626226327905921,10.241777041160676
2005-10-31,4.4673258370283575,4.645396654092249,10.25318210260162
2005-11-30,4.489619630754699,4.638250933529121,10.271098240844452
2005-12-31,4.476337601638506,4.651462676888068,10.323329613048548
2006-01-31,4.495419231230215,4.651121942020727,10.275511217332866
2006-02-28,4.499233103361818,4.618800116215348,10.284795162443933
2006-03-31,4.517721695430955,4.628685802994618,10.30236527832675
2006-04-30,4.509007936040316,4.6293644555921825,10.25304538765911
2006-05-31,4.510580943728172,4.627020555767724,10.23613100881543
2006-06-30,4.520487632988043,4.615736925411753,10.25178697828887
2006-07-31,4.5167696814681735,4.612699273098666,10.285953405758114
2006-08-31,4.535290506685609,4.615682540252411,10.305288554677366
2006-09-30,4.528333580036148,4.6223220308522865,10.312259055589488
2006-10-31,4.539044335355367,4.620709347571647,10.318311289337645
2006-11-30,4.540053096086284,4.626747011073096,10.369697608423778
2006-12-31,4.550020484073755,4.633900237509169,10.489002310812822
2007-01-31,4.566122118048678,4.630685658406796,10.515812634296081
2007-02-28,4.567345012304844,4.637717507180822,10.540811811850714
2007-03-31,4.5832464268278335,4.6382598694549015,10.565449519067174
2007-04-30,4.5792556892339285,4.646472512429281,10.551646045819624
2007-05-31,4.6104267209596825,4.650885035241799,10.566154082883791
2007-06-30,4.600910340846017,4.653637348508345,10.626920797109916
2007-07-31,4.607277241106714,4.659437117320748,10.639585144232935
2007-08-31,4.611660708405733,4.658832367927106,10.641253999293674
2007-09-30,4.614904824638982,4.6574509829157655,10.63928812629546
2007-10-31,4.626267279402153,4.632243688234892,10.6882291259151
2007-11-30,4.641251601920383,4.6402076763435005,10.742830343172415
2007-12-31,4.649375475947787,4.633885388746465,10.792293332825102
2008-01-31,4.656890654032177,4.638433021909114,10.850545834304087
2008-02-29,4.676581871167944,4.635282250004324,10.96115759051027
2008-03-31,4.676036800931701,4.609012353348888,11.014647447358291
2008-04-30,4.691590896442843,4.5948302852282925,11.055456957355435
2008-05-31,4.683069847049137,4.609734649967456,11.074674348964056
2008-06-30,4.700616097988631,4.638763395382616,11.089425296058668
2008-07-31,4.701056265662221,4.6271757895530135,11.080697800219161
2008-08-31,4.697668265168897,4.624232281098375,11.088978707388518
2008-09-30,4.70720919857718,4.626726071655143,11.043889686283121
2008-10-31,4.704447992724121,4.617356450366946,11.009850267836129
2008-11-30,4.705304830569103,4.600296076552382,10.9924697440078
2008-12-31,4.694801447011534,4.605660452231015,11.005536813996729
2009-01-31,4.703835057059602,4.621793401485815,10.971947182411839
2009-02-28,4.697812728581573,4.640564098324555,10.961780684689066
2009-03-31,4.686552428934366,4.6136975075369895,10.958580212435267
2009-04-30,4.694813906370624,4.599529240493256,10.956271504576195
2009-05-31,4.707729296917655,4.587831606083488,10.969271276278553
2009-06-30,4.673043928629628,4.600067300777481,10.96752486845199
2009-07-31,4.687778703471059,4.609266367940077,11.008363722724333
2009-08-31,4.70602848833823,4.60036254984307,11.002384344972535
2009-09-30,4.708890076407339,4.594641889248056,11.000289302524056
2009-10-31,4.719311207272079,4.591248737054209,11.041963905869213
2009-11-30,4.7288746763397915,4.603164127913314,11.070977039468263
2009-12-31,4.734427391111736,4.598693299922883,11.105875474280221
2010-01-31,4.73678415607888,4.592270406046467,11.116769590913265
2010-02-28,4.747216442270779,4.58390889375003,11.14856378256962
2010-03-31,4.760329854150544,4.579848481926028,11.18532699610861
2010-04-30,4.770759074302631,4.583838424602859,11.177487645759177
2010-05-31,4.77967005505494,4.569340581063005,11.177752124729048
2010-06-30,4.795926498101284,4.558510297949134,11.19230614281918
2010-07-31,4.786099639760474,4.56366100835366,11.240438754297756
2010-08-31,4.789458651396816,4.561623519909139,11.297119296839792
2010-09-30,4.804365126035618,4.569869013720392,11.318314049697697
2010-10-31,4.811942960417845,4.595051301552666,11.32741346474023
2010-11-30,4.814066134419266,4.6025063559925,11.347520343436317
2010-12-31,4.804254496717099,4.604694661946145,11.39697539776088
2011-01-31,4.824251168347803,4.603980879713074,11.379383807150163
2011-02-28,4.823949875253316,4.605344122084941,11.392751717559467
2011-03-31,4.832679299942326,4.610460314314386,11.399554650905262
2011-04-30,4.845284740011421,4.631502986549534,11.375517724201984
2011-05-31,4.833474570497178,4.621045886093773,11.379217570116733
2011-06-30,4.828428855490548,4.620700150074033,11.37595695199331
2011-07-31,4.84884102450761,4.612631999251997,11.424004010482419
2011-08-31,4.8487568887581975,4.613008136692414,11.42585749713613
2011-09-30,4.851932533358275,4.5989449759732395,11.439983473404162
2011-10-31,4.8521663640800545,4.5855254390781495,11.443025826996564
2011-11-30,4.860846406223641,4.568938163924414,11.45856243258816
2011-12-31,4.8873847427465,4.556654734998367,11.525330504490077
2012-01-31,4.873669746658869,4.568005782320642,11.531552637771851
2012-02-29,4.873716148141439,4.575953948793388,11.552590368935682
2012-03-31,4.891807292003632,4.562437636757425,11.578795072302654
2012-04-30,4.877360480155609,4.551053016959952,11.596939608129336
2012-05-31,4.903297340337662,4.542600147458597,11.614919959855904
2012-06-30,4.90663369005017,4.532373762223381,11.603497388691492
2012-07-31,4.910592402317993,4.5204670456317,11.61515381202662
2012-08-31,4.916041049418618,4.5156667424295245,11.632108939812309
2012-09-30,4.9227192652145195,4.516892886439837,11.651625186130916
2012-10-31,4.919500235474113,4.517922071382934,11.681224371426216
2012-11-30,4.919463328544657,4.51901945188736,11.708985238437199
2012-12-31,4.9215319286944,4.509854205674624,11.745616016270606
2013-01-31,4.936061477901272,4.510116941049179,11.7705179296583
2013-02-28,4.939442244061699,4.5276548223561655,11.80109677484771
2013-03-31,4.945228070397798,4.517036320990999,11.79732067005305
2013-04-30,4.942806078141584,4.518594444658047,11.797466046084555
2013-05-31,4.9483753669249255,4.532780129178305,11.797466845645157
2013-06-30,4.966507411228702,4.565331570297171,11.794183705039181
2013-07-31,4.963834841846281,4.567107963351426,11.809273277472416
2013-08-31,4.972321877337232,4.572036640145355,11.798660383405362
2013-09-30,4.966816760177161,4.569904175521705,11.786892886483733
2013-10-31,4.977994339769161,4.57591317322125,11.795550623479716
2013-11-30,4.991936501559753,4.582591738015841,11.798077473501031
2013-12-31,4.983373825532834,4.578433534656182,11.817135664420793
2014-01-31,4.977170910197195,4.584721078210574,11.79103816021988
2014-02-28,4.9889038735618705,4.5816153381764595,11.793378941128864
2014-03-31,4.982304489526873,4.577220618457373,11.793166298900049
2014-04-30,4.986300599626285,4.573904644552111,11.793211672625963
2014-05-31,4.979874618300604,4.572751968513915,11.804718617145591
2014-06-30,4.970472671760673,4.573632863783638,11.817470714137256
2014-07-31,4.982833249404911,4.566431634611806,11.836048468841708
2014-08-31,4.985902950206077,4.573217457071309,11.84074553661212
2014-09-30,4.989674680234083,4.5838163290759475,11.825042093849484
2014-10-31,4.9993563677778,4.587620898412294,11.834588584963774
2014-11-30,4.993809997455985,4.58462865676029,11.839743014997627
2014-12-31,4.9879265222226215,4.585684153308585,11.887953512167966
2015-01-31,4.995566192461205,4.590484752711066,11.863115496862381
2015-02-28,5.000789636055205,4.611423517075057,11.853741200155532
2015-03-31,5.008862033662884,4.5940684012489,11.841708750350488
2015-04-30,5.026974887000092,4.605340249478056,11.843219949337852
2015-05-31,4.997223074163527,4.616569685056152,11.83605102898113
2015-06-30,5.012454100193065,4.613777981308147,11.835139984877271
2015-07-31,5.019278603791762,4.6086790536247,11.855121679855056
2015-08-31,5.011811873792967,4.602986802953764,11.82895577087599
2015-09-30,5.020010729274344,4.587989978920901,11.828302745678446
2015-10-31,5.034282175817419,4.60106710616114,11.845835786357412
2015-11-30,5.029908451060415,4.615349756238703,11.858760066628491
2015-12-31,5.047112372805186,4.616560359769127,11.907659414636635
2016-01-31,5.032831861492761,4.6170894914372695,11.887607887726064
2016-02-29,5.045923379575081,4.64841955692287,11.891687092745695
2016-03-31,5.058515047975798,4.626987906952256,11.881367243925718
2016-04-30,5.042811550747511,4.608745023335858,11.899684384843036
2016-05-31,5.03876178658487,4.611950872262746,11.913547668502957
2016-06-30,5.048702424996966,4.602976681870786,11.91729308432627
2016-07-31,5.061719806051934,4.5942071106555415,11.977762493838322
2016-08-31,5.0636070806827345,4.607977045191,11.990685000767185
2016-09-30,5.062485621903674,4.620831894186304,11.993455501277952
2016-10-31,5.055848338915008,4.611382738211645,11.984968255703757
2016-11-30,5.064585849102648,4.59828702303246,11.997251628438944
2016-12-31,5.078322121467447,4.5829895864506724,12.01626650566173
2017-01-31,5.075164922770471,4.575095265738658,12.015560777549698
2017-02-28,5.072252563894045,4.55653630366917,12.014350891405769
2017-03-31,5.057056356448878,4.543266581577644,12.0170705767726
2017-04-30,5.066434127176653,4.547071126390805,12.013553657932725
2017-05-31,5.072927715753322,4.560759869561313,12.026740567019667
2017-06-30,5.088555957685527,4.567785098809848,12.035076916605163
2017-07-31,5.08247380585185,4.568427353229466,12.043580445021822
2017-08-31,5.090753712632354,4.575160426335626,12.058432626775408
2017-09-30,5.097062495103904,4.589674557800273,12.091910854663782
2017-10-31,5.087609649999421,4.58768729296005,12.098794227427287
2017-11-30,5.084112692008726,4.585066873677791,12.112042834996833
2017-12-31,5.096682918910937,4.590452064362762,12.138738739119814
2018-01-31,5.103672700647607,4.604066948380459,12.150194260048547
2018-02-28,5.100293243842739,4.6275578840195415,12.150082922870475
2018-03-31,5.112192827254343,4.617656990822033,12.14042340730926
2018-04-30,5.130349979338957,4.6134030580070124,12.131994901713671
2018-05-31,5.135929818306455,4.609124030281856,12.130879324187019
2018-06-30,5.1133666870722685,4.594710868258091,12.138196074071315
2018-07-31,5.103477582393215,4.577582142399308,12.156802435907325
2018-08-31,5.112889574994841,4.572769957863842,12.17022416133613
2018-09-30,5.122848321399483,4.576160660576441,12.170717705480374
2018-10-31,5.12597674308794,4.579391012921214,12.17451552570765
2018-11-30,5.131572425725965,4.5842857936274,12.1938067785575
2018-12-31,5.137966764551546,4.581500844255231,12.223859446331351
2019-01-31,5.120715554510789,4.587357655879738,12.222616356409624
2019-02-28,5.121716367657451,4.5887856504737705,12.220761919845174
2019-03-31,5.139032086356895,4.577172955131067,12.230585312369476
2019-04-30,5.14235863562285,4.576240002900775,12.22209552711794
2019-05-31,5.143044068024563,4.570694260183927,12.227563100315887
2019-06-30,5.14256917427526,4.572227510904206,12.22974698970006
2019-07-31,5.141668906643722,4.5657070903003625,12.252999149337857
2019-08-31,5.150926248528061,4.575120382819733,12.266769894831098
2019-09-30,5.143748755894677,4.567008768379385,12.261154595727053
2019-10-31,5.1507244479943255,4.575545414417349,12.269746600467915
2019-11-30,5.155437180059575,4.581160270637203,12.29216307280739
2019-12-31,5.14562880888648,4.577346742474537,12.310595631962823
2020-01-31,5.1529111482913095,4.581633500655596,12.335114905558653
2020-02-29,5.15171355591446,4.591530490093915,12.33697823848505
2020-03-31,4.945228861914319,4.592518111656403,12.352731573777255
2020-04-30,4.647819439094241,4.546140006967772,12.39843475065403
2020-05-31,4.7541006547662565,4.546538621612218,12.497220883017144
2020-06-30,4.940999141415852,4.578862086218739,12.52405974357683
2020-07-31,5.027543828669586,4.595612007334604,12.569525427615662
2020-08-31,5.053357119225323,4.624854758848375,12.577328810935116
2020-09-30,5.0784146104003804,4.632321519401706,12.578351557086881
2020-10-31,5.119008393042245,4.649154165658435,12.58260306573948
2020-11-30,5.129441852947201,4.656229250973061,12.588418688919422
2020-12-31,5.154258534322978,4.671905466767643,12.630366703878419
2021-01-31,5.148447807237897,4.680893296677372,12.635967772403758
2021-02-28,5.126599901000747,4.69076812955094,12.635065965214292
2021-03-31,5.126203873650541,4.691205109443805,12.629992603302599
2021-04-30,5.120795042365265,4.692653182085301,12.597328745836695
2021-05-31,5.148648331038428,4.724170739157077,12.580870901590494
2021-06-30,5.15200443560784,4.755777591798519,12.584066654715258
2021-07-31,5.1563435194695595,4.746510959547952,12.619829632303276
2021-08-31,5.165278871295335,4.772603537770504,12.612096927921588
2021-09-30,5.171200551816615,4.776849946317175,12.603726058566709
2021-10-31,5.167563525589614,4.752855582165966,12.582713358177033
2021-11-30,5.164870328888409,4.753097916135335,12.575134267296603
2021-12-31,5.1708243643502,4.746445653870308,12.589574291494465
2022-01-31,5.176049531631334,4.71821254060993,12.578118443084678
2022-02-28,5.174351776104122,4.699634162059387,12.563109449606248
2022-03-31,5.166508161854369,4.67596519014305,12.559516985030939
2022-04-30,5.164911996044045,4.663979515058208,12.54715817280274
2022-05-31,5.171914195295409,4.640673072263506,12.540963271584816
2022-06-30,5.18915548333361,4.630560182570245,12.538394294282064
2022-07-31,5.180283404872415,4.647393494832581,12.56850461262303
2022-08-31,5.178457491472474,4.634633565842346,12.577644180079142
2022-09-30,5.190149966049549,4.615495930368673,12.59754530122978
2022-10-31,5.189649261855482,4.617563830685554,12.587305227823276
2022-11-30,5.184710967492042,4.596884611275224,12.572261079007967
2022-12-31,5.187515713684365,4.596238930177472,12.593651848196721
2023-01-31,5.167856603955201,4.620290012726448,12.600122598878876
2023-02-28,5.171672564130818,4.616837035898461,12.589539655037287
2023-03-31,5.175973396500651,4.58414397642344,12.578756969920994
2023-04-30,5.174382211168141,4.584847973543566,12.561280668768012
2023-05-31,5.160237842134812,4.55427906801861,12.56017742863432
2023-06-30,5.18396999485062,4.540375566133377,12.560806237526345
2023-07-31,5.167958495293123,4.530350534493158,12.580928326875986
2023-08-31,5.17769399094909,4.545485555403817,12.579433250007263
2023-09-30,5.183056741008328,4.547563846510572,12.579971086019786
2023-10-31,5.180142003290558,4.573911760950762,12.578267944549694
2023-11-30,5.190423314352687,4.563492586324849,12.589131602022798
2023-12-31,5.181458117777365,4.5623305882559935,12.618966953352777
2024-01-31,5.1862214330506715,4.564150407428481,12.620031800454427
2024-02-29,5.185790153258842,4.583049403221894,12.617265326720512
2024-03-31,5.194798861907017,4.540712772488251,12.619128243415199
2024-04-30,5.205507152626589,4.537405884768604,12.612990116996531
2024-05-31,5.214721128307961,4.5466053498599885,12.635602569897078
2024-06-30,5.193799739153987,4.552648504044267,12.67247690250887
2024-07-31,5.210261827117135,4.548595717970536,12.6950565288696
2024-08-31,5.221293881733315,4.55233648418354,12.714722615179834
2024-09-30,5.21674267176818,4.568085353729299,12.719006141840167
2024-10-31,5.217941780107984,4.558901139341824,12.730489572723677
2024-11-30,5.235883660476903,4.546922901476758,12.72724908484551
2024-12-31,5.227710354457001,4.525301310542897,12.748479091699064
2025-01-31,5.229229905445466,4.527132355095295,12.744695502582612
2025-02-28,5.232108064593878,4.52081140882047,12.738787562788861
2025-03-31,5.2266831400638045,4.5086925314404525,12.734164394195325
2025-04-30,5.235277867450937,4.523763880944561,12.719356732820401
2025-05-31,5.240221543104857,4.5248144817830225,12.74990456331621
2025-06-30,5.236950961788626,4.515811302792054,12.737452959127232
2025-07-31,5.248267808245116,4.505624911358758,12.766255455151612
2025-08-31,5.252801133690223,4.503358950464478,12.76622991184226
2025-09-30,5.256806774917127,4.497953244774381,12.767168915088938
2025-10-31,5.257645086440951,4.473586979606318,12.77644537652585
2025-11-30,5.251849506170845,4.458729819552627,12.805983766864415
2025-12-31,5.26491068422619,4.460400211780857,12.85674823027032
